instance_name;beta;h;max_time;seed;ML_used;makespan;makespan_bb;;;;;;;;;;
t_j200_m10.txt;0.4;0.75;180;839113;8;10991;11127.38;;;;;;;;;;
t_j200_m10.txt;0.4;0.75;180;839113;9;10991;11127.38;;;;;;;;;;
t_j200_m10.txt;0.4;0.75;180;123452;7;10947;11077.645;;;;;;;;;;
t_j200_m10.txt;0.4;0.75;180;123452;8;10947;11077.645;;;;;;;;;;
t_j200_m10.txt;0.4;0.75;180;123452;9;10947;11071.3075;;;;;;;;;;
t_j200_m10.txt;0.4;0.75;180;4354512;7;10962;11075.24;;;;;;;;;;
t_j200_m10.txt;0.4;0.75;180;4354512;8;10962;11075.24;;;;;;;;;;
t_j200_m10.txt;0.4;0.75;180;4354512;9;10962;11073.1025;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;12345;7;11574;11687.5125;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;12345;8;11574;11687.5125;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;12345;9;11560;11668.2175;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;435451;7;11618;11718.115;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;435451;8;11618;11714.105;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;435451;9;11571;11663.855;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;56162;7;11623;11744.5525;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;56162;8;11623;11744.5525;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;56162;9;11596;11704.2525;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;68813;7;11637;11751.89;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;68813;8;11627;11738.8;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;68813;9;11612;11726.8825;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;368387;7;11606;11707.8675;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;368387;8;11606;11707.8675;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;368387;9;11562;11685.8875;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;687619;7;11617;11723.1275;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;687619;8;11617;11723.1275;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;687619;9;11579;11682.5425;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;354135;7;11565;11683.25;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;354135;8;11565;11683.25;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;354135;9;11557;11654.2975;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;839113;7;11582;11695.25;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;839113;8;11582;11695.25;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;839113;9;11541;11636.61;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;123452;7;11578;11685.5125;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;123452;8;11578;11685.5125;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;123452;9;11573;11659.19;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;4354512;7;11586;11725.6825;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;4354512;8;11586;11725.6825;;;;;;;;;;
t_j200_m20.txt;0.4;0.75;180;4354512;9;11564;11667.685;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;12345;7;26824;27077.335;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;12345;8;26824;27077.335;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;12345;9;26769;27006.38;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;435451;7;26799;27082.2075;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;435451;8;26799;27082.2075;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;435451;9;26781;27031.3825;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;56162;7;26765;27034.995;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;56162;8;26765;27034.995;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;56162;9;26692;26965.56;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;68813;7;26725;26972.335;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;68813;8;26725;26962.355;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;68813;9;26691;26934.765;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;368387;7;26769;27047.1325;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;368387;8;26769;27047.1325;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;368387;9;26705;26956.6825;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;687619;7;26770;26992.28;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;687619;8;26770;26992;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;687619;9;26734;26952.8125;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;354135;7;26795;27031.655;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;354135;8;26795;27029.93;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;354135;9;26695;26937.6975;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;839113;7;26705;26979.3325;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;839113;8;26705;26979.3325;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;839113;9;26659;26914.975;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;123452;7;26841;27111.9775;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;123452;8;26841;27111.9775;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;123452;9;26777;27031.2125;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;4354512;7;26710;26972.5375;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;4354512;8;26710;26972.5375;;;;;;;;;;
t_j500_m20.txt;0.4;0.75;180;4354512;9;26630;26892.775;;;;;;;;;;
